StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,PID,govt_trust_1,govt_trust_2,govt_trust_3,govt_trust_4,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,ProtectYourself,AmazonHP,email_IRS,web_IRS,apple,amazon_Product,email_mcafee,GetProtected,Employment,TotalIncome,Race,Education,Age_1,Gender,RedCross,SSA_HP,mySSA,AmazonDeliveryDelay,FB_SSA,ssa_optout,replacementCard,WalmartProduct,Previous Fraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,surveyArm,PROLIFIC_PID
4/19/2022 23:13,4/19/2022 23:21,100,444,TRUE,4/19/2022 23:21,R_1IxXQRLPhUjDz6N,,,,,anonymous,EN,Yes,Chrome,99.0.4844.51,Macintosh,1512x982,60576ce95933970d7f0b8fc2,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Strongly Agree,Slightly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Agree,Neither Agree nor Disagree,Once a month,,,,,,,,,"Employed, working 1-29 hours per week","$150,000 or more","White or Caucasian (Non-Hispanic),Asian American or Asian",Some college but no degree,19,Female,Scam,Real,Scam,Real,Real,Real,Real,Real,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Some of the time,Some of the time,Hardly ever,"Yes, use the responses.",arm3_tips,60576ce95933970d7f0b8fc2
4/19/2022 23:14,4/19/2022 23:21,100,421,TRUE,4/19/2022 23:21,R_1IhNkyO8nhUrHYi,,,,,anonymous,EN,Yes,Chrome,100.0.4896.88,Windows NT 10.0,1200x800,6111fdecf04f8632313f91d1,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Disagree,Disagree,Slightly Agree,Slightly Agree,Agree,Strongly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Neither Agree nor Disagree,A few times a year,,,,,,,,,"Not employed, NOT looking for work","$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,22,Male,Real,Scam,Scam,Scam,Real,Scam,Scam,Real,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,Some of the time,Often,Some of the time,"Yes, use the responses.",arm2_generalinfo,6111fdecf04f8632313f91d1
4/19/2022 23:05,4/19/2022 23:24,100,1165,TRUE,4/19/2022 23:24,R_2X4GLchXcqFJkNG,,,,,anonymous,EN,Yes,Chrome,100.0.4896.127,Windows NT 10.0,1440x900,5b47b4257356580001f34fc3,Quite a lot,Basically content,Most of the time,Government should do more to solve problems.,Agree,Agree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,A few times a week / Daily,Scam,Real,Scam,Real,Real,Real,Real,Real,"Employed, working 30 or more hours per week","$20,000 - $39,999",Hispanic,"High school degree or equivalent (e.g., GED)",30,Male,Scam,Scam,Scam,Real,Scam,Scam,Scam,Scam,,,,,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",arm4_interactive,5b47b4257356580001f34fc3
4/19/2022 23:18,4/19/2022 23:24,100,368,TRUE,4/19/2022 23:24,R_DkQZVVEKzjAkSI1,,,,,anonymous,EN,Yes,Chrome,100.0.4896.75,Macintosh,1440x900,614a125a754b4a9660643d88,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Slightly Disagree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Disagree,Agree,Slightly Agree,Agree,Slightly Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Strongly Agree,Slightly Agree,Once a week,,,,,,,,,"Employed, working 1-29 hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),Bachelor degree,21,Female,Real,Real,Scam,Real,Scam,Real,Real,Real,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't)",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",arm1_control,614a125a754b4a9660643d88
4/19/2022 23:09,4/19/2022 23:25,100,916,TRUE,4/19/2022 23:25,R_0eqEPqxujFXAiVX,,,,,anonymous,EN,Yes,Chrome,100.0.4896.127,Windows NT 10.0,2560x1440,60d7de8c5f5bcb8332d5e1a0,Very little,Frustrated,Never,Government is doing too many things better left to businesses and individuals.,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Neither Agree nor Disagree,A few times a week / Daily,,,,,,,,,Retired,"$100,000 - $149,999",African American or African (Non-Hispanic),Graduate or professional degree,68,Male,Real,Real,Scam,Real,Real,Scam,Scam,Real,,,,,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",arm1_control,60d7de8c5f5bcb8332d5e1a0
4/19/2022 23:19,4/19/2022 23:25,100,342,TRUE,4/19/2022 23:25,R_DGIMNoYQHTmJe5X,,,,,anonymous,EN,Yes,Safari,14,Macintosh,1440x900,60a0b14d732d3314c5c78d85,Some,Frustrated,Most of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Strongly Agree,Slightly Disagree,Neither Agree nor Disagree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Disagree,Once a week,,,,,,,,,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,28,Female,Scam,Real,Scam,Real,Real,Real,Real,Real,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't)",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",arm1_control,60a0b14d732d3314c5c78d85
4/19/2022 23:18,4/19/2022 23:25,100,456,TRUE,4/19/2022 23:25,R_5gTin3MDlXLy8O5,,,,,anonymous,EN,Yes,Firefox,77,Windows NT 6.3,1536x864,5b15d20c444cef0001cb1153,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Slightly Agree,Disagree,Slightly Agree,Strongly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Disagree,A few times a year,,,,,,,,,"Employed, working 30 or more hours per week","$40,000 - $59,999",I prefer not to say,Some college but no degree,37,Male,Real,Real,Scam,Real,Real,Scam,Real,Real,,,,,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",arm3_tips,5b15d20c444cef0001cb1153
4/19/2022 23:21,4/19/2022 23:26,100,316,TRUE,4/19/2022 23:26,R_2B505GU2JtAb2Rw,,,,,anonymous,EN,Yes,Edge,100.0.1185.44,Windows NT 10.0,1920x1080,6168713d805efede55796d7f,Very little,Frustrated,Never,Government should do more to solve problems.,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Disagree,Disagree,A few times a week / Daily,,,,,,,,,"Not employed, looking for work","$0 - $19,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",26,Male,Scam,Real,Scam,Real,Scam,Scam,Real,Real,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",arm2_generalinfo,6168713d805efede55796d7f
4/19/2022 23:13,4/19/2022 23:27,100,820,TRUE,4/19/2022 23:27,R_27DqX0uzQ57VPcw,,,,,anonymous,EN,Yes,Edge,99.0.1150.55,Windows NT 10.0,1504x1003,5f4f1795c7230316afc2b88a,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Slightly Agree,Agree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Once a week,Real,Real,Scam,Real,Real,Real,Real,Real,"Not employed, NOT looking for work","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Some college but no degree,35,Female,Scam,Real,Scam,Scam,Real,Scam,Real,Scam,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",arm4_interactive,5f4f1795c7230316afc2b88a
4/19/2022 23:20,4/19/2022 23:31,100,687,TRUE,4/19/2022 23:31,R_0TFKqB3qeWvOyKR,,,,,anonymous,EN,Yes,Chrome,100.0.4896.75,Windows NT 10.0,1366x768,5aecad0e75deca000162634c,Some,Basically content,Only some of the time,Government should do more to solve problems.,Disagree,Disagree,Disagree,Slightly Disagree,Agree,Slightly Agree,Strongly Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Once a month,,,,,,,,,"Employed, working 30 or more hours per week","$20,000 - $39,999",African American or African (Non-Hispanic),Bachelor degree,63,Female,Scam,Real,Scam,Real,Scam,Scam,Real,Real,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,Yes,Yes,Often,Some of the time,Often,"Yes, use the responses.",arm1_control,5aecad0e75deca000162634c
4/19/2022 23:28,4/19/2022 23:32,100,285,TRUE,4/19/2022 23:32,R_3p3HuJykwVgyTZs,,,,,anonymous,EN,Yes,Chrome,100.0.4896.88,Windows NT 10.0,1344x840,5c5c75d6329ee20001083061,Quite a lot,Frustrated,Never,Government should do more to solve problems.,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,A few times a year,,,,,,,,,"Employed, working 1-29 hours per week","$100,000 - $149,999",Hispanic,Bachelor degree,39,Male,Scam,Real,Scam,Real,Scam,Scam,Real,Real,Someone selling fraudulent goods or services,No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",arm2_generalinfo,5c5c75d6329ee20001083061
4/19/2022 23:18,4/19/2022 23:33,100,946,TRUE,4/19/2022 23:33,R_2Sl9EztxOxPLMSh,,,,,anonymous,EN,Yes,Firefox,97,Windows NT 6.1,1600x900,5589ce75fdf99b18be3203d2,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Disagree,Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Once a month,,,,,,,,,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,35,Female,Scam,Real,Scam,Real,Scam,Real,Real,Real,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",arm3_tips,5589ce75fdf99b18be3203d2
4/19/2022 23:28,4/19/2022 23:34,100,341,TRUE,4/19/2022 23:34,R_2z6DHnN06iD6Dha,,,,,anonymous,EN,Yes,Safari,14.1,Macintosh,1440x900,5edbc7af4c8967866fb2a352,Some,Angry,Only some of the time,Government should do more to solve problems.,Disagree,Disagree,Disagree,Disagree,Agree,Slightly Agree,Strongly Agree,Slightly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Once a week,,,,,,,,,"Employed, working 1-29 hours per week","$20,000 - $39,999",Asian American or Asian,Some college but no degree,22,Female,Real,Real,Scam,Real,Scam,Scam,Real,Real,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",arm1_control,5edbc7af4c8967866fb2a352
4/19/2022 23:26,4/19/2022 23:34,100,482,TRUE,4/19/2022 23:34,R_3PYT7O7hhjl9SJd,,,,,anonymous,EN,Yes,Chrome,100.0.4896.127,Windows NT 10.0,1360x768,5ac7f926e1099600016aa7aa,Very little,Frustrated,Never,Government is doing too many things better left to businesses and individuals.,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Disagree,Slightly Disagree,Disagree,Disagree,Once a month,,,,,,,,,"Employed, working 1-29 hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Some college but no degree,32,Female,Scam,Real,Scam,Real,Real,Real,Real,Real,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",arm3_tips,5ac7f926e1099600016aa7aa
4/19/2022 23:32,4/19/2022 23:37,100,244,TRUE,4/19/2022 23:37,R_Rt6yxE2G2ZBXHep,,,,,anonymous,EN,Yes,Chrome,100.0.4896.127,Windows NT 10.0,1920x1080,5ff21e8299e7cf6d2d1a7f13,Some,Angry,Only some of the time,Government is doing too many things better left to businesses and individuals.,Disagree,Disagree,Strongly Disagree,Agree,Slightly Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Once a month,,,,,,,,,"Employed, working 30 or more hours per week","$60,000 - $79,999",Asian American or Asian,Bachelor degree,27,Male,Real,Real,Scam,Real,Scam,Scam,Real,Real,Someone claiming to be from the IRS (but wasn't),No,,Yes,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",arm1_control,5ff21e8299e7cf6d2d1a7f13
4/19/2022 23:22,4/19/2022 23:37,100,891,TRUE,4/19/2022 23:37,R_3Pk0FlyA8aOp1kL,,,,,anonymous,EN,Yes,Chrome,100.0.4896.88,Windows NT 10.0,1600x900,5dd06a074ad3e2149c884661,Some,Angry,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Once a month,,,,,,,,,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Associate degree,60,Male,Real,Real,Real,Real,Scam,Scam,Real,Real,Someone otherwise claiming to be from an organization or group they weren't really from,No,,Yes,Not Sure,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",arm2_generalinfo,5dd06a074ad3e2149c884661
4/19/2022 23:32,4/19/2022 23:39,100,426,TRUE,4/19/2022 23:39,R_qCIhIMJ7vPJGKuB,,,,,anonymous,EN,Yes,Chrome,100.0.4896.88,Macintosh,1280x800,5c395df5f5ebd50001850900,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Strongly Disagree,Once a month,,,,,,,,,"Employed, working 1-29 hours per week","$20,000 - $39,999",Asian American or Asian,Associate degree,26,Male,Real,Real,Scam,Real,Scam,Real,Real,Real,,,,,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",arm3_tips,5c395df5f5ebd50001850900
4/19/2022 23:32,4/19/2022 23:39,100,392,TRUE,4/19/2022 23:39,R_1LSXD9BDbDSuwN5,,,,,anonymous,EN,Yes,Chrome,100.0.4896.127,Macintosh,1440x900,60fd60e7587e4f2e860338b4,Quite a lot,Basically content,Most of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Once a month,Real,Real,Real,Real,Real,Scam,Scam,Real,"Employed, working 30 or more hours per week","$40,000 - $59,999","White or Caucasian (Non-Hispanic),Other",Bachelor degree,23,Female,Real,Real,Scam,Real,Scam,Scam,Real,Scam,Someone selling fraudulent goods or services,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",arm4_interactive,60fd60e7587e4f2e860338b4
4/19/2022 23:33,4/19/2022 23:39,100,335,TRUE,4/19/2022 23:39,R_1remPHBrjfzFHot,,,,,anonymous,EN,Yes,Chrome,100.0.4896.127,Windows NT 10.0,1920x1080,595c5846faf83d0001494a68,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Strongly Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Neither Agree nor Disagree,Slightly Agree,Strongly Agree,Slightly Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Disagree,Strongly Disagree,A few times a year,,,,,,,,,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,27,Male,Scam,Real,Scam,Real,Real,Scam,Scam,Real,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Often,Often,Often,"Yes, use the responses.",arm2_generalinfo,595c5846faf83d0001494a68
4/19/2022 23:29,4/19/2022 23:40,100,658,TRUE,4/19/2022 23:40,R_2CwTRDwoqhtqFM3,,,,,anonymous,EN,Yes,Chrome,100.0.4896.127,Windows NT 10.0,1242x699,58477607f1b9b3000192bb01,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Disagree,Disagree,Disagree,Slightly Disagree,Neither Agree nor Disagree,Strongly Agree,Slightly Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Once a month,,,,,,,,,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,54,Female,Real,Real,Scam,Scam,Scam,Scam,Real,Real,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",arm2_generalinfo,58477607f1b9b3000192bb01
4/19/2022 23:40,4/19/2022 23:45,100,290,TRUE,4/19/2022 23:45,R_PHePUUc6q7EaJFf,,,,,anonymous,EN,Yes,Chrome,100.0.4896.127,Windows NT 10.0,1280x720,6127017baee75f10aa174139,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Once a week,,,,,,,,,"Employed, working 1-29 hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,22,Female,Scam,Real,Scam,Real,Real,Scam,Real,Real,,,,,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",arm2_generalinfo,6127017baee75f10aa174139
4/19/2022 23:40,4/19/2022 23:47,100,417,TRUE,4/19/2022 23:47,R_3EGpDKg8BHAtP1i,,,,,anonymous,EN,Yes,Opera,85.0.4341.60,Windows NT 10.0,1536x864,5ddeb0232e4a05e10f448a80,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Strongly Agree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Disagree,Neither Agree nor Disagree,Disagree,A few times a week / Daily,,,,,,,,,"Not employed, looking for work","$0 - $19,999",African American or African (Non-Hispanic),Graduate or professional degree,53,Female,Scam,Real,Scam,Real,Scam,Scam,Real,Real,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Often,Often,Often,"Yes, use the responses.",arm3_tips,5ddeb0232e4a05e10f448a80
4/19/2022 23:43,4/19/2022 23:47,100,258,TRUE,4/19/2022 23:47,R_qWW6a5RZq7T7Get,,,,,anonymous,EN,Yes,Safari,15.4,Macintosh,1512x982,5f8f46ff0b55a11953d90aa5,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Once a week,Real,Real,Scam,Real,Real,Real,Scam,Real,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,67,Male,Scam,Real,Scam,Real,Scam,Scam,Real,Real,"Someone claiming to be from the Social Security Administration (but wasn't),Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Hardly ever,"Yes, use the responses.",arm4_interactive,5f8f46ff0b55a11953d90aa5
4/19/2022 23:20,4/19/2022 23:48,100,1648,TRUE,4/19/2022 23:48,R_wMLBhWVVrBKqRFf,,,,,anonymous,EN,Yes,Chrome,100.0.4896.88,Windows NT 10.0,3003x1257,5d2f98b94fc1dd0017fe48d5,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Disagree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Slightly Agree,Agree,Agree,Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Once a week,,,,,,,,,"Employed, working 30 or more hours per week","$40,000 - $59,999",Hispanic,Bachelor degree,37,Male,Real,Real,Scam,Real,Scam,Real,Real,Real,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",arm1_control,5d2f98b94fc1dd0017fe48d5
4/19/2022 23:36,4/19/2022 23:48,100,711,TRUE,4/19/2022 23:48,R_3oAVLbZtWd1OFrS,,,,,anonymous,EN,Yes,Chrome,100.0.4896.75,Windows NT 10.0,1920x1080,5d332957d0635b00013bd785,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,A few times a week / Daily,,,,,,,,,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Associate degree,27,Male,Scam,Real,Scam,Real,Scam,Scam,Real,Real,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",arm3_tips,5d332957d0635b00013bd785
4/19/2022 23:41,4/19/2022 23:49,100,436,TRUE,4/19/2022 23:49,R_2UbGUoP459W9xdh,,,,,anonymous,EN,Yes,Firefox,91,Windows NT 10.0,1152x648,5fbcba5a9b4bfe18cd49abea,Quite a lot,Angry,Never,Government is doing too many things better left to businesses and individuals.,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Slightly Agree,Slightly Agree,Agree,Strongly Agree,Strongly Agree,Slightly Disagree,Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Disagree,Slightly Disagree,Slightly Disagree,Once a month,,,,,,,,,"Not employed, NOT looking for work","$20,000 - $39,999","White or Caucasian (Non-Hispanic),Native American, Native Hawaiian or Pacific Islander","High school degree or equivalent (e.g., GED)",47,Female,Real,Real,Real,Real,Scam,Real,Real,Real,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,No,No,Often,Some of the time,Hardly ever,"Yes, use the responses.",arm1_control,5fbcba5a9b4bfe18cd49abea
4/19/2022 23:39,4/19/2022 23:51,100,684,TRUE,4/19/2022 23:51,R_28D9cCpHN4HjVP0,,,,,anonymous,EN,Yes,Chrome,98.0.4758.109,Macintosh,1440x900,61443905251a0a8185de1fd6,None at all,Angry,Never,Government should do more to solve problems.,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Disagree,Neither Agree nor Disagree,Disagree,Strongly Agree,Agree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Once a month,,,,,,,,,"Disabled, not able to work","$0 - $19,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",20,Male,Real,Real,Scam,Real,Real,Scam,Real,Real,Someone selling fraudulent goods or services,Yes,$20 ,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",arm2_generalinfo,61443905251a0a8185de1fd6
