,StartDate,EndDate,Status,Progress,duration_p1,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent_BBB,Consent_Prolific,ParticipantID,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,GovtConf1_Future,GovtConf2_Feel,GovtConf3_Trust,GovtConf4_Views,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,BID,surveyArm,PROLIFIC_PID,PID,NumWithHeadersOpened,NumWithLinksClicked,ProtectYourself,ProtectYourself_Clicked,ProtectYourself_Details,AmazonHP,AmazonHP_Clicked,AmazonHP_Details,email_IRS,email_IRS_Clicked,email_IRS_Details,web_IRS,web_IRS_Clicked,web_IRS_Details,apple,apple_Clicked,apple_Details,amazon_Product,amazon_Product_Clicked,amazon_Product_Details,email_mcafee,email_mcafee_Clicked,email_mcafee_Details,GetProtected,GetProtected_Clicked,GetProtected_Details,ExistInMongo_Training,MongoTraining_Complete,StartDate_p2,EndDate_p2,Status_p2,Progress_p2,duration_p2,Finished_p2,RecordedDate_p2,ResponseId_p2,RecipientLastName_p2,RecipientFirstName_p2,RecipientEmail_p2,ExternalReference_p2,DistributionChannel_p2,UserLanguage_p2,Employment,TotalIncome,Race,Education,Age_1,Gender,ExistInPart2,WalmartProduct,WalmartProduct_Clicked,WalmartProduct_Details,RedCross,RedCross_Clicked,RedCross_Details,SSA_HP,SSA_HP_Clicked,SSA_HP_Details,mySSA,mySSA_Clicked,mySSA_Details,AmazonDeliveryDelay,AmazonDeliveryDelay_Clicked,AmazonDeliveryDelay_Details,FB_SSA,FB_SSA_Clicked,FB_SSA_Details,ssa_optout,ssa_optout_Clicked,ssa_optout_Details,replacementCard,replacementCard_Clicked,replacementCard_Details,medicareReview,medicareReview_Clicked,medicareReview_Details,benefitsSuspension,benefitsSuspension_Clicked,benefitsSuspension_Details,ExistInMongo_Test,MongoTest_Complete,StartDate_p3,EndDate_p3,Status_p3,Progress_p3,duration_p3,Finished_p3,RecordedDate_p3,ResponseId_p3,RecipientLastName_p3,RecipientFirstName_p3,RecipientEmail_p3,ExternalReference_p3,DistributionChannel_p3,UserLanguage_p3,previousFraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,ExistInPart3,Wave,IsPrimaryWave,duration_p1_Quantile,duration_p2_Quantile,duration_p3_Quantile,daysFromTrainingToTest,cleanStatus,DuplicatedPID,DuplicatedCleanPID,PID_Length,IsBBB,incomeAmount,race5,employment3,educYears,ageYears,genderI,ageYearsSq,lIncomeAmount,fraudExperience_SSA,fraudExperience_Govt,fraudExperience_Biz,fraudExperience_YN,fraudLoss_YN,fraudLoss_Amount,reportFraud_YN,GovtConfScore,TrustInSSAScore,TrustInInternetScore,OnlineShoppingScore,LonelyScore,numCorrect,numFakeLabeledReal,numRealLabeledFake,numRealLabeledReal,numFakeLabeledFake,numEmailsCorrect,numWebsitesCorrect,numLettersCorrect,numSMSesCorrect,numCorrect_Govt,numCorrect_Biz,numEmailsCorrect_Govt,numEmailsCorrect_Biz,numWebsitesCorrect_Govt,numWebsitesCorrect_Biz,numLabeledReal,numLabeledFake,numNoAnswer,Correct_WalmartProduct,Correct_RedCross,Correct_SSA_HP,Correct_mySSA,Correct_AmazonDeliveryDelay,Correct_FB_SSA,Correct_ssa_optout,Correct_replacementCard,Correct_medicareReview,Correct_benefitsSuspension,droppedFinalQuestion,percentCorrect,percentCorrect_Email,percentCorrect_Web,percentCorrect_Letter,percentCorrect_Govt,percentCorrect_Biz,percentCorrect_IsScam,percentCorrect_IsReal,percentIncorrect_ActuallyScam,percentIncorrect_ActuallyReal,RevealedTrust
3137,2022-09-12 08:56:00,9/12/2022 9:07,IP Address,100,691,True,9/12/2022 9:07,R_1mJVdcuybqqkkhf,,,,,anonymous,EN,Yes,,,Chrome,100.0.4896.58,Android 10,360x740,Very little,Angry,Never,Government is doing too many things better left to businesses and individuals.,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Slightly Disagree,Strongly Disagree,Agree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Disagree,Once a month,B781518,arm4_interactive,,B781518,1,0,Real,,Details,Real,,,Scam,Click,,,,,,,,,,,,,,,,,True,False,9/12/2022 9:16,9/12/2022 9:17,IP Address,100.0,80.0,True,9/12/2022 9:17,R_3phcBH2mI5OGzb3,,,,,anonymous,EN,"Not employed, looking for work","$100,000 - $149,999",I prefer not to say,Associate degree,66.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Scam,,,True,True,9/12/2022 9:24,9/12/2022 9:27,IP Address,100.0,143.0,True,9/12/2022 9:27,R_2QiEamx3xJwk6Cp,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,Yes,1200,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,4,3.0,4.0,0.0,Keep,False,False,7,True,125.0,O,U,14.0,66.0,1.0,4356.0,4.8283137373023015,False,False,True,True,True,1200.0,1.0,0.08333333333333333,,4.5,4.0,1.0,9,1,0,5,4,3,4,2,0,5,4,1,2,2,2,6,4,0,True,True,True,True,True,True,False,True,True,True,False,90.0,75.0,100.0,100.0,83.33333333333334,100.0,80.0,100.0,20.0,0.0,
3119,2022-09-12 08:56:00,9/12/2022 8:59,IP Address,100,167,True,9/12/2022 8:59,R_1nTpIXEaJBf6LEN,,,,,anonymous,EN,Yes,,,Chrome,105.0.0.0,Android 13,377x816,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Disagree,Disagree,Disagree,Slightly Disagree,Agree,Slightly Agree,Strongly Agree,Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Disagree,Neither Agree nor Disagree,A few times a year,B606838,arm4_interactive,,B606838,3,0,Real,,,Real,,,Real,,,Real,,,Scam,,,Scam,,,Real,,Details,Real,,Details,True,True,9/12/2022 9:01,9/12/2022 9:01,IP Address,100.0,37.0,True,9/12/2022 9:01,R_2tgRSsNLrMo3tDc,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,44.0,Male,True,Scam,,,Scam,,Details,Real,,,Real,,,Real,,Details,Real,,,Real,,Details,Real,,,Real,,,Real,,,True,True,9/12/2022 9:03,9/12/2022 9:04,IP Address,100.0,45.0,True,9/12/2022 9:04,R_3RjDFaICg9YlqVi,,,,,anonymous,EN,,,,,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,1,0.0,0.0,0.0,Keep,False,False,7,True,90.0,W,E,16.0,44.0,0.0,1936.0,4.499809670330265,False,False,False,False,False,0.0,,0.5416666666666666,3.6,2.125,3.0,1.0,5,4,1,4,1,3,1,1,0,3,2,1,2,1,0,8,2,0,False,True,True,False,True,False,False,True,True,False,False,50.0,75.0,25.0,50.0,50.0,50.0,20.0,80.0,80.0,20.0,
3124,2022-09-12 08:56:00,9/12/2022 9:00,IP Address,100,237,True,9/12/2022 9:00,R_YQa3kjdkBtLIQHn,,,,,anonymous,EN,Yes,,,Firefox,91,Macintosh,1440x900,Quite a lot,Basically content,Only some of the time,Government should do more to solve problems.,Agree,Slightly Disagree,Disagree,Slightly Agree,Slightly Agree,Strongly Agree,Strongly Agree,Slightly Agree,Strongly Agree,Agree,Agree,Slightly Disagree,Strongly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Agree,Slightly Disagree,Once a month,B743871,arm2_generalinfo,,B743871,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 9:00,9/12/2022 9:01,IP Address,100.0,65.0,True,9/12/2022 9:01,R_1Izq5zgmVvxEAM1,,,,,anonymous,EN,Retired,"$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,66.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,,Real,,,Scam,,,True,True,9/12/2022 9:07,9/12/2022 9:08,IP Address,77.0,69.0,False,9/13/2022 9:08,R_2CTG51dqT6qAcoX,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,,True,1,True,2,2.0,1.0,0.0,Keep,False,False,7,True,30.0,W,R,16.0,66.0,1.0,4356.0,3.4011973816621555,False,False,True,True,False,0.0,1.0,0.8333333333333334,5.2,3.0,4.0,1.0,9,1,0,5,4,3,4,2,0,5,4,1,2,2,2,6,4,0,True,True,True,True,True,True,False,True,True,True,False,90.0,75.0,100.0,100.0,83.33333333333334,100.0,80.0,100.0,20.0,0.0,100.0
3123,2022-09-12 08:56:00,9/12/2022 9:00,IP Address,100,209,True,9/12/2022 9:00,R_qQkjJaNkxUEGvaF,,,,,anonymous,EN,Yes,,,Safari iPhone,15.6.1,iPhone,390x844,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Strongly Disagree,Strongly Disagree,Strongly Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Strongly Agree,Strongly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Disagree,Slightly Agree,A few times a week / Daily,B365027,arm2_generalinfo,,B365027,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 9:00,9/12/2022 9:01,IP Address,100.0,53.0,True,9/12/2022 9:01,R_1plpqqdoUdb03Og,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",51.0,Female,True,Real,,,Real,,,Scam,,,Scam,,,Real,,,Scam,,,Real,,,Scam,,,Real,,,Scam,,,True,True,9/12/2022 9:03,9/12/2022 9:05,IP Address,100.0,66.0,True,9/12/2022 9:05,R_3oAfucGesIAJkAW,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Not Sure,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",True,1,True,1,1.0,1.0,0.0,Keep,False,False,7,True,175.0,W,E,12.0,51.0,1.0,2601.0,5.1647859739235145,False,True,True,True,False,0.0,0.0,0.5416666666666666,3.4,2.125,6.0,1.3333333333333333,6,2,2,3,3,1,3,2,0,3,3,0,1,1,2,5,5,0,True,False,False,True,True,True,False,False,True,True,False,60.0,25.0,75.0,100.0,50.0,75.0,60.0,60.0,40.0,40.0,60.0
3144,2022-09-12 08:57:00,9/12/2022 9:12,IP Address,100,887,True,9/12/2022 9:12,R_2BA2EhaLNnH3J4s,,,,,anonymous,EN,Yes,,,Chrome iPhone,105.0.5195.100,iPhone,390x844,Some,Frustrated,Most of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Agree,Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Agree,Once a week,B434298,arm3_tips,,B434298,2,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 9:12,9/12/2022 9:14,IP Address,100.0,145.0,True,9/12/2022 9:14,R_117a5biGDNikVTr,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",68.0,Female,True,Real,,,Real,,Details,Real,Click,,Scam,,,Real,,Details,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,True,True,9/12/2022 9:38,9/12/2022 9:40,IP Address,100.0,129.0,True,9/12/2022 9:40,R_3HXmKy79nEa9UfK,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,4,4.0,3.0,0.0,Keep,False,False,7,True,50.0,W,U,12.0,68.0,1.0,4624.0,3.912023005428146,False,False,True,True,False,0.0,1.0,0.7083333333333333,5.0,4.25,5.0,1.0,7,1,2,3,4,2,4,1,0,4,3,1,1,2,2,4,6,0,True,False,True,True,True,True,True,False,False,True,False,70.0,50.0,100.0,50.0,66.66666666666666,75.0,80.0,60.0,20.0,40.0,
3125,2022-09-12 08:57:00,9/12/2022 9:00,IP Address,100,206,True,9/12/2022 9:00,R_1LS9RENBh6iMMW5,,,,,anonymous,EN,Yes,,,Edge,105.0.1343.33,Windows NT 10.0,1920x1080,Quite a lot,Angry,Never,Government is doing too many things better left to businesses and individuals.,Strongly Disagree,Strongly Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Once a week,B177697,arm1_control,,B177697,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 9:00,9/12/2022 9:01,IP Address,100.0,40.0,True,9/12/2022 9:01,R_3luknIptWB6DfjA,,,,,anonymous,EN,Retired,"$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,81.0,Male,True,Real,,,Scam,,,Real,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,True,True,9/12/2022 9:04,9/12/2022 9:05,IP Address,100.0,91.0,True,9/12/2022 9:05,R_2c6MwJRFydWkcE0,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Yes,400,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,1,0.0,2.0,0.0,Keep,False,False,7,True,90.0,W,R,16.0,81.0,0.0,6561.0,4.499809670330265,False,True,True,True,True,400.0,1.0,0.25,5.1,2.75,5.0,1.0,6,1,3,2,4,2,3,1,0,3,3,1,1,1,2,3,7,0,True,True,True,False,False,True,True,False,False,True,False,60.0,50.0,75.0,50.0,50.0,75.0,80.0,40.0,20.0,60.0,40.0
3131,2022-09-12 08:58:00,9/12/2022 9:03,IP Address,100,311,True,9/12/2022 9:03,R_117muo9aGjvVOqS,,,,,anonymous,EN,Yes,,,Chrome,96.0.4664.104,Android 11,385x854,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Agree,Slightly Agree,Slightly Disagree,Agree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Disagree,Slightly Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Once a month,B750964,arm1_control,,B750964,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 9:03,9/12/2022 9:05,IP Address,100.0,85.0,True,9/12/2022 9:05,R_0UL0oqOy5ixmaVH,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$0 - $19,999","White or Caucasian (Non-Hispanic),Native American, Native Hawaiian or Pacific Islander",Some college but no degree,20.0,Male,True,Real,,,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,,Scam,,,Real,,,True,True,9/12/2022 9:13,9/12/2022 9:16,IP Address,100.0,139.0,True,9/12/2022 9:16,R_uk45FI2Rt5N4kFP,,,,,anonymous,EN,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,Yes,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",True,1,True,3,3.0,3.0,0.0,Keep,False,False,7,True,10.0,O,U,13.0,20.0,0.0,400.0,2.302585092994046,False,True,True,True,False,0.0,1.0,0.37499999999999994,4.9,4.0,4.0,1.3333333333333333,5,4,1,4,1,2,3,0,0,3,2,1,1,2,1,8,2,0,True,False,True,True,True,False,False,True,False,False,False,50.0,50.0,75.0,0.0,50.0,50.0,20.0,80.0,80.0,20.0,80.0
3129,2022-09-12 08:58:00,9/12/2022 9:03,IP Address,100,303,True,9/12/2022 9:03,R_3iC5sYeOGCk4Kzl,,,,,anonymous,EN,Yes,,,Firefox,104,Windows NT 10.0,1360x768,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Disagree,Strongly Disagree,Disagree,Slightly Agree,Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,A few times a year,B384049,arm2_generalinfo,,B384049,3,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 9:03,9/12/2022 9:04,IP Address,100.0,53.0,True,9/12/2022 9:04,R_2c7nt8MO0oyT41C,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,24.0,Female,True,Scam,Click,,Scam,,Details,Real,,,Scam,,,Scam,,Details,Scam,,,Real,,Details,Real,,,Scam,,,Scam,,,True,True,9/12/2022 9:18,9/12/2022 9:19,IP Address,100.0,92.0,True,9/12/2022 9:19,R_2at3nT9nIt1GHM9,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,3,1.0,2.0,0.0,Keep,False,False,7,True,30.0,W,E,13.0,24.0,1.0,576.0,3.4011973816621555,True,True,True,True,False,0.0,1.0,0.37499999999999994,4.4,2.125,3.0,2.0,6,1,3,2,4,2,3,1,0,4,2,1,1,2,1,3,7,0,False,True,True,True,False,True,False,True,False,True,False,60.0,50.0,75.0,50.0,66.66666666666666,50.0,80.0,40.0,20.0,60.0,40.0
3133,2022-09-12 09:00:00,9/12/2022 9:05,IP Address,100,336,True,9/12/2022 9:05,R_2YG5UE99CO27rSw,,,,,anonymous,EN,Yes,,,Safari,15.6.1,Macintosh,1920x1080,Some,Angry,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Agree,Disagree,Disagree,Slightly Agree,Agree,Strongly Agree,Slightly Disagree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,A few times a year,B551783,arm1_control,,B551783,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 9:05,9/12/2022 9:07,IP Address,100.0,72.0,True,9/12/2022 9:07,R_3VmCNuOBc1pAHJv,,,,,anonymous,EN,Retired,,White or Caucasian (Non-Hispanic),Bachelor degree,79.0,Female,True,Real,,,Real,,Details,Real,,,Real,Click,,Real,,Details,Real,,,Real,,,Real,Click,,Real,,,Scam,,,True,True,9/12/2022 9:17,9/12/2022 9:18,IP Address,100.0,91.0,True,9/12/2022 9:18,R_2rHDxmtYyWTrCc0,,,,,anonymous,EN,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",True,1,True,3,2.0,2.0,0.0,Keep,False,False,7,True,,W,R,16.0,79.0,1.0,6241.0,,False,True,True,True,False,0.0,1.0,0.5,4.5,2.875,3.0,1.6666666666666667,6,4,0,5,1,2,2,2,0,4,2,1,1,1,1,9,1,0,True,False,True,False,True,False,False,True,True,True,False,60.0,50.0,50.0,100.0,66.66666666666666,50.0,20.0,100.0,80.0,0.0,100.0
3136,2022-09-12 09:00:00,9/12/2022 9:07,IP Address,100,402,True,9/12/2022 9:07,R_5B8V2DVqExUrlQd,,,,,anonymous,EN,Yes,,,Safari iPhone,15.6.1,iPhone,375x812,Quite a lot,Frustrated,Never,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,A few times a week / Daily,B292498,arm2_generalinfo,,B292498,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 9:07,9/12/2022 9:08,IP Address,100.0,53.0,True,9/12/2022 9:08,R_3PoXChBaYEXQUfh,,,,,anonymous,EN,Retired,"$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,67.0,Male,True,Real,,,Real,,Details,Real,,,Real,,,Real,,,Real,,,Real,,Details,Real,,Details,Scam,,,Scam,,,True,True,9/12/2022 9:11,9/12/2022 9:13,IP Address,100.0,120.0,True,9/12/2022 9:13,R_26aJoYsLzC5AvM8,,,,,anonymous,EN,,,,,No,Some of the time,Some of the time,Hardly ever,"Yes, use the responses.",True,1,True,3,1.0,3.0,0.0,Keep,False,False,7,True,125.0,W,R,16.0,67.0,0.0,4489.0,4.8283137373023015,False,False,False,False,False,0.0,,0.375,4.5,3.25,6.0,1.6666666666666667,5,4,1,4,1,2,2,1,0,3,2,1,1,1,1,8,2,0,True,False,True,False,True,False,False,True,False,True,False,50.0,50.0,50.0,50.0,50.0,50.0,20.0,80.0,80.0,20.0,80.0
3135,2022-09-12 09:00:00,9/12/2022 9:06,IP Address,100,359,True,9/12/2022 9:06,R_31i1ptDmBBwDw1h,,,,,anonymous,EN,Yes,,,Safari,14.1.2,Macintosh,1440x900,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Disagree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a week,B45823,arm2_generalinfo,,B45823,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 9:06,9/12/2022 9:10,IP Address,100.0,208.0,True,9/12/2022 9:10,R_9Za2T4Ren9gIgkF,,,,,anonymous,EN,"Employed, working 1-29 hours per week",,,Some college but no degree,54.0,,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,,Scam,,,Scam,,,True,True,9/12/2022 9:14,9/12/2022 9:15,IP Address,100.0,80.0,True,9/12/2022 9:15,R_21mJP2ijmFBIVlY,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,Yes,No,,,,"No, the responses shouldn't be used.",True,1,True,3,4.0,1.0,0.0,Keep,False,False,6,True,,,U,13.0,54.0,,2916.0,,False,False,True,True,False,0.0,1.0,0.625,4.4,3.375,5.0,,7,2,1,4,3,3,3,1,0,4,3,1,2,2,1,6,4,0,True,True,True,True,True,False,False,True,False,True,False,70.0,75.0,75.0,50.0,66.66666666666666,75.0,60.0,80.0,40.0,20.0,80.0
3141,2022-09-12 09:01:00,9/12/2022 9:10,IP Address,100,559,True,9/12/2022 9:10,R_1fjC0ju5QzMiQOL,,,,,anonymous,EN,Yes,,,Safari,15.6.1,Macintosh,414x896,,,,,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Agree,Slightly Disagree,Neither Agree nor Disagree,Strongly Disagree,Once a week,B126038,arm1_control,,B126038,4,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 9:10,9/12/2022 9:12,IP Address,100.0,128.0,True,9/12/2022 9:12,R_1mIylYniyLVbBGb,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Associate degree,42.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,Details,Real,,,Scam,,,True,True,9/12/2022 9:20,9/12/2022 9:22,IP Address,100.0,125.0,True,9/12/2022 9:22,R_3rMyvJjB4WXnirc,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Not Sure,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,4,4.0,3.0,0.0,Keep,False,False,7,True,50.0,W,U,14.0,42.0,1.0,1764.0,3.912023005428146,False,False,True,True,False,0.0,0.0,,4.3,4.375,5.0,2.0,9,1,0,5,4,3,4,2,0,5,4,1,2,2,2,6,4,0,True,True,True,True,True,True,False,True,True,True,False,90.0,75.0,100.0,100.0,83.33333333333334,100.0,80.0,100.0,20.0,0.0,100.0
3132,2022-09-12 09:01:00,9/12/2022 9:05,IP Address,100,188,True,9/12/2022 9:05,R_p3LNA8xRLT2Uj1T,,,,,anonymous,EN,Yes,,,Chrome,104.0.0.0,Android 11,509x1130,Very little,Frustrated,Never,Government should do more to solve problems.,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,A few times a week / Daily,B713749,arm3_tips,,B713749,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 9:05,9/12/2022 9:05,IP Address,100.0,36.0,True,9/12/2022 9:05,R_2zhCamaHQfNUchq,,,,,anonymous,EN,"Disabled, not able to work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some high school,36.0,Male,True,Real,,,Real,,,Real,,,Real,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,True,True,9/12/2022 9:07,9/12/2022 9:09,IP Address,100.0,93.0,True,9/12/2022 9:09,R_2QGMKySTJlWYGPb,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,Yes,No,Some of the time,Some of the time,Hardly ever,"Yes, use the responses.",True,1,True,1,0.0,2.0,0.0,Keep,False,False,7,True,30.0,W,R,8.0,36.0,0.0,1296.0,3.4011973816621555,True,True,True,True,False,0.0,1.0,0.4583333333333333,4.0,3.5,6.0,1.6666666666666667,6,2,2,3,3,2,3,1,0,3,3,1,1,1,2,5,5,0,True,False,True,False,True,True,True,False,False,True,False,60.0,50.0,75.0,50.0,50.0,75.0,60.0,60.0,40.0,40.0,
